household_ID,have_backup_generator,generate_electicity_using_solar_energy,generate_electicity_using_bio_energy,generate_electicity_using_mini_hydropower,generate_electicity_using_wind_power,generate_electicity_using_other_methods,solar_system_ongrid_or_offgird,solar_system_invertor_or_noninvertor,solar_energy_used_for_water_heating,solar_energy_used_for_cooking,solar_energy_used_for_outdoor_lighting,solar_energy_used_for_car_charging,solar_energy_used_for_agricultural_systems,solar_energy_used_for_all_above,solar_energy_used_for_other_purposes,aware_of_no_of_units_generated_by_solar_system,no_of_units_generated_by_solar_system,when_was_solar_system_installed,have_system_to_store_backup_energy,method_of_receiving_water,water_heating_method_for_bathing,does_water_heating_equipment_serve_other_housing_units,household_members_used_hot_water_last_week,boil_water_before_drinking,source_of_energy_for_boiling_drinking_water,no_of_times_food_cooked_last_week,gas_used_for_cooking,electricity_from_national_grid_used_for_cooking,electricity_generated_using_solar_energy_used_for_cooking,firewood_used_for_cooking,kerosene_used_for_cooking,sawdust_or_paddy_husk_used_for_cooking,biogas_used_for_cooking,coconut_shells_or_charcoal_used_for_cooking,other_methods_used_for_cooking
ID1620,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"We don't have an inbuilt system for water heating, we use heated water through an electric kettle/heater.",,No,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1621,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,281.0,After November 2022,Yes,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1622,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,After November 2022,Yes,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by solar energy.,No,Yes,Yes,Electricity (directly from the national grid),1-7 times,Yes,Yes,Yes,No,No,No,No,No,No
ID1623,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1624,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,Yes,No,No,No,No,No
ID1625,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID1626,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1627,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1628,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1629,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,Yes,Other,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1630,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,Yes,Electricity (directly from the national grid),1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1631,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1632,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1633,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1634,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1635,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,No,Yes,No,Yes,No,No,No,No,No
ID1636,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1637,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID1638,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID1639,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1640,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1641,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,Yes,No,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1642,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,644.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Electricity (directly from the national grid),15 - 21 times,Yes,No,No,No,No,No,No,No,No
ID1643,No,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Gas,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID1644,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1645,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1646,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1647,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,15 - 21 times,Yes,No,No,Yes,Yes,No,No,No,No
ID1648,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (Local Government Organizations),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,No,Yes,No,Yes,No,No,No,No,No
ID1649,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1650,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1651,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1652,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1653,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1654,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),1-7 times,Yes,No,No,No,No,No,No,No,No
ID1655,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Electricity (directly from the national grid),15 - 21 times,Yes,No,No,Yes,No,No,No,No,No
ID1656,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (Local Government Organizations),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,1-7 times,Yes,Yes,No,Yes,No,No,No,No,No
ID1657,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,15 - 21 times,Yes,Yes,No,No,No,No,No,No,No
ID1658,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,500.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,Yes,Yes,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1659,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1660,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID1661,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1662,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1663,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1664,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,Yes,No,No,No,No,No
ID1665,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (Local Government Organizations),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1666,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1667,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,60.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1668,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1669,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,After November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1670,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,8 - 14 times,Yes,Yes,No,Yes,No,No,No,No,No
ID1671,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1672,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,Yes,Electricity (directly from the national grid),1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1673,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,Yes,No,No,No,Yes,No
ID1674,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,Yes,No,No,No,No,No
ID1675,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1676,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Before November 2022,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),Did not cook at home last week,Yes,Yes,No,No,No,No,No,No,No
ID1677,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1678,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have a water heating system powered by a different source.,Yes,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1679,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered both by solar and the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1680,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by solar energy.,No,Yes,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1681,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,312.0,Before November 2022,No,Tap Water (Local Government Organizations),We have an in-built water heating system powered solely by the grid supply.,No,No,Yes,Electricity (directly from the national grid),8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1682,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,No,No,No,Yes,No,No,No,No,No
ID1683,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,After November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1684,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Before November 2022,No,Tube well,We have an in-built water heating system powered solely by solar energy.,No,Yes,No,,15 - 21 times,Yes,Yes,No,No,No,No,No,No,No
ID1685,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1686,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1687,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1688,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,Yes,No,No,No,No,No
ID1689,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,Yes,Electricity (directly from the national grid),Did not cook at home last week,Yes,Yes,No,No,No,No,No,No,No
ID1690,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1691,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,8 - 14 times,Yes,Yes,No,Yes,No,No,No,No,No
ID1692,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,No,No,No,Yes,No,No,No,No,No
ID1693,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID1694,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,Yes,No,No,No,No,No
ID1695,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,0.0,After November 2022,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1696,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1697,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1698,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1699,No,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,Yes,No,No,No,No,No
ID1700,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1701,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,Before November 2022,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1702,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Protected well,We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1703,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1704,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,No,Yes,No,Yes,No,No,No,No,No
ID1705,Yes,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1706,No,No,Yes,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,Did not cook at home last week,No,No,No,Yes,No,No,No,No,No
ID1707,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1708,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1709,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1710,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1711,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,15 - 21 times,Yes,Yes,No,No,No,No,No,No,No
ID1712,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID1713,No,No,No,No,Yes,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID1714,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,Yes,No,No,No,No,No
ID1715,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1716,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1717,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1718,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,After November 2022,Yes,Tube well,We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,8 - 14 times,Yes,No,Yes,No,No,No,No,No,No
ID1719,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"We don't have an inbuilt system for water heating, we use heated water through an electric kettle/heater.",,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1720,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1721,Yes,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,Yes,No,No,No,No,No
ID1722,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1723,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1724,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1725,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,We have an in-built water heating system powered solely by solar energy.,No,Yes,Yes,Gas,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1726,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (Local Government Organizations),We have an in-built water heating system powered solely by the grid supply.,Yes,Yes,No,,8 - 14 times,Yes,Yes,No,Yes,No,No,No,No,No
ID1727,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,15 - 21 times,Yes,No,No,Yes,No,No,No,No,No
ID1728,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID1729,Yes,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1730,Yes,No,No,No,No,No,,,,,,,,,,,,,No,Tube well,"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1731,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Electricity (directly from the national grid),1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID1732,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,348.0,Before November 2022,No,Protected well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID1733,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID1734,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
