household_ID,room_ID,ac_ID,type_of_the_ac,is_the_ac_inverter_or_not,is_room_fully_sealed,wattage_of_the_ac,btu_of_the_ac,no_of_hours_ac_was_on_during_daytime_last_week,no_of_hours_ac_was_on_during_night_last_week
ID2058,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,7.0
ID2072,I1,I1_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,,0.0,30.0
ID2072,I1,I1_AC2,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I1,I1_AC3,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I2,I2_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,,0.0,30.0
ID2072,I2,I2_AC2,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I2,I2_AC3,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I3,I3_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,,0.0,30.0
ID2072,I3,I3_AC2,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I3,I3_AC3,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I4,I4_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,,0.0,30.0
ID2072,I4,I4_AC2,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I4,I4_AC3,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,0.0
ID2072,I5,I5_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,,0.0,35.0
ID2072,I5,I5_AC2,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I5,I5_AC3,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,35.0
ID2072,I6,I6_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,,0.0,30.0
ID2072,I6,I6_AC2,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I6,I6_AC3,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,0.0,0.0,35.0
ID2072,I7,I7_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,,0.0,30.0
ID2072,I7,I7_AC2,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I7,I7_AC3,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I8,I8_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,,0.0,30.0
ID2072,I8,I8_AC2,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,30.0
ID2072,I8,I8_AC3,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",55.0,0.0,0.0,0.0
ID2076,I2,I2_AC1,Air Cooler,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,41000.0,0.0,14.0
ID2076,I3,I3_AC1,Air Cooler,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",8000.0,8000.0,0.0,0.75
ID2076,I4,I4_AC1,Air Cooler,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",8000.0,8000.0,0.0,0.5
ID2077,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,14.0
ID2077,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,14.0
ID2077,I7,I7_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,56.0
ID2077,I8,I8_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,2.0
ID2080,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,1000.0,0.0,0.0
ID2080,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,1000.0,0.0,0.0
ID2081,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID2095,I2,I2_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,7.0,7.0
ID2095,I3,I3_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,0.0,14.0
ID2095,I4,I4_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,0.0,0.0
ID2127,I1,I1_AC1,Other,No,The room is not fully closed. There are spaces where the cool air can leak out.,0.0,,0.0,0.0
ID2137,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,14.0
ID2140,I3,I3_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,3.5,10.5
ID2140,I5,I5_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,7.0,10.5
ID2140,I7,I7_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,0.0,3.5
ID2149,I2,I2_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,14.0
ID2149,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,14.0
ID2149,I4,I4_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,14.0
ID2153,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",9000.0,9000.0,0.0,49.0
ID2161,I3,I3_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,6.0,35.0
ID2163,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",25.0,1000.0,0.0,14.0
ID2167,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,42.0
ID2167,I4,I4_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,7.0
ID2167,I10,I10_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2175,I6,I6_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID2179,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12.0,,0.0,0.0
ID2184,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,9.0
ID2187,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,98.0
ID2187,I3,I3_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,98.0
ID2194,I6,I6_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,15000.0,0.0,77.0
ID2194,I10,I10_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2198,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,3.05
ID2209,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,1000.0,0.0,14.0
ID2209,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",400.0,1000.0,0.0,0.0
ID2209,I11,I11_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",40.0,1000.0,0.0,0.0
ID2215,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.5
ID2217,I4,I4_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,7.0
ID2218,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,1.0
ID2220,I2,I2_AC1,Individual AC with one component,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",9.0,,1.0,1.0
ID2220,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",9.0,,0.0,3.0
ID2220,I4,I4_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",9.0,,0.0,5.0
ID2220,I5,I5_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",9.0,,0.0,7.0
ID2220,I6,I6_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",9.0,,0.0,1.0
ID2221,I3,I3_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,24000.0,0.0,0.5
ID2221,I4,I4_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,24000.0,0.0,0.5
ID2221,I5,I5_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,24000.0,0.0,0.0
ID2221,I6,I6_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,12000.0,0.0,1.5
ID2223,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,14.0
ID2223,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2223,I15,I15_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2223,I16,I16_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2226,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,8.0
ID2229,I1,I1_AC1,Individual AC with one component,No,The room is not fully closed. There are spaces where the cool air can leak out.,1100.0,12000.0,0.0,0.0
ID2229,I3,I3_AC1,Individual AC with one component,No,The room is not fully closed. There are spaces where the cool air can leak out.,1100.0,12000.0,0.0,56.0
ID2229,I4,I4_AC1,Individual AC with one component,No,The room is not fully closed. There are spaces where the cool air can leak out.,1100.0,12000.0,0.0,56.0
ID2229,I5,I5_AC1,Individual AC with one component,No,The room is not fully closed. There are spaces where the cool air can leak out.,1100.0,12000.0,0.0,56.0
ID2229,I6,I6_AC1,Individual AC with one component,No,The room is not fully closed. There are spaces where the cool air can leak out.,1100.0,12000.0,0.0,56.0
ID2230,I6,I6_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",9000.0,,14.0,56.0
ID2237,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",9000.0,1000.0,7.0,7.0
ID2246,I2,I2_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2246,I3,I3_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2246,I4,I4_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2246,I5,I5_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,14.0,28.0
ID2246,I6,I6_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID2248,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,2.0,21.0
ID2249,I3,I3_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12.0,1000.0,0.0,21.0
ID2251,I5,I5_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,0.0,56.0
ID2256,I3,I3_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,12000.0,28.0,21.0
ID2262,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,35.0
ID2270,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,0.0
ID2270,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,49.0
ID2270,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,0.0
ID2270,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,0.0
ID2270,I6,I6_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,0.0
ID2278,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",1500.0,9000.0,0.0,63.0
ID2293,I1,I1_AC1,Central AC (Only to your Household),No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",90.0,9000.0,0.0,0.0
ID2312,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",15.0,1000.0,21.0,0.0
ID2313,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,7.0
ID2313,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,14.0
ID2313,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,14.0
ID2317,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,13000.0,4.0,49.0
ID2317,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,12000.0,0.0,0.0
ID2323,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,1.75
ID2323,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,21.0
ID2335,I3,I3_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,5.0,15.0
ID2338,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,12000.0,0.0,0.0
ID2338,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,12000.0,0.0,0.0
ID2350,I2,I2_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,18000.0,0.0,7.0
ID2363,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,2.0
ID2363,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID2366,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12.0,12000.0,0.0,3.0
ID2377,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID2388,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,10000.0,0.0,21.0
ID2388,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,10000.0,0.0,0.0
ID2391,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,21.0
ID2391,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,14.0
ID2416,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,1000.0,0.0,63.0
ID2418,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID2420,I5,I5_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,50.0
ID2420,I6,I6_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,3.0
ID2420,I8,I8_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,7.0,0.0
ID2425,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",15.0,80000.0,0.0,35.0
ID2425,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",15.0,80000.0,0.0,35.0
ID2425,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",15.0,80000.0,0.0,14.0
ID2439,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,7.0
ID2448,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,14.0
ID2450,I1,I1_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,24000.0,0.0,0.0
ID2450,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,,0.0,2.0
ID2450,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2450,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,,0.0,4.0
ID2450,I5,I5_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,,0.0,2.0
ID2470,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",5.0,,8.0,5.0
ID2472,I2,I2_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,49.0
ID2472,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,21.0,0.0
ID2472,I4,I4_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,0.0
ID2480,I1,I1_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,1000.0,0.0,28.0
ID2480,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,12000.0,0.0,56.0
ID2480,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,18000.0,0.0,56.0
ID2480,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,28.0
ID2486,I2,I2_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",9000.0,9000.0,0.0,49.0
ID2494,I4,I4_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,10000.0,0.0,0.0
ID2503,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,35.0
ID2522,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.25
ID2526,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",1100.0,10000.0,0.0,49.0
ID2526,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",1100.0,10000.0,0.0,49.0
ID2533,I4,I4_AC1,Individual AC with two components,Yes,The room is not fully closed. There are spaces where the cool air can leak out.,0.0,,0.0,16.0
ID2534,I3,I3_AC1,Central AC (For the whole building),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID2534,I5,I5_AC1,Central AC (For the whole building),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,9000.0,0.0,0.0
