household_ID,room_ID,main_purpose_of_the_room,storey_which_the_room_located,main_material_used_for_the_roof_of_the_room,type_of_ceiling_of_the_room,main_material_used_for_the_floor_of_the_room,no_of_doors_opened_to_external_environment,no_of_windows,main_material_used_for_window_panes,have_curtains_or_blinds_for_windows,have_extra_ventilation_openings,no_of_bulbs_in_the_room,no_of_bulbs_used_during_last_week,no_of_fans_in_the_room,no_of_ACs_in_the_room
ID1444,I2      ,Bedrooms,1.0,Tile,"No ceiling, just the roof above",Cement,0.0,2.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID1444,I3      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,2.0,Wood,No,Yes,1.0,,0.0,0.0
ID1444,I4      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1444,I5      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID1444,I6      ,Gaming room,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,0.0,,0.0,0.0
ID1445,I1      ,Living room,0.0,Asbestos,A conventional ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1445,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,0.0,,,Yes,2.0,,0.0,0.0
ID1445,I3      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Cement,1.0,1.0,Wood,Yes,Yes,2.0,,1.0,0.0
ID1445,I4      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Cement,0.0,2.0,Wood,Yes,Yes,1.0,,1.0,0.0
ID1445,I5      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Cement,0.0,1.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID1445,I6      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,1.0,Wood,Yes,No,1.0,,0.0,0.0
ID1445,I7      ,Kitchen and/ or pantry,0.0,Asbestos,A conventional ceiling,Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1445,I8      ,Bathroom and / or toilets,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,2.0,,0.0,0.0
ID1445,I9      ,Gaming room,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,No,2.0,,0.0,0.0
ID1445,I10     ,Passage,0.0,Asbestos,A conventional ceiling,Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1446,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1446,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1446,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1446,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1446,I5      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1446,I6      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1446,I7      ,Veranda,,,,,,,,,,,,,
ID1446,I8      ,Veranda,,,,,,,,,,,,,
ID1446,I9      ,Veranda,,,,,,,,,,,,,
ID1446,I10     ,Veranda,,,,,,,,,,,,,
ID1447,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,2.0,"None, it's open",Yes,Yes,1.0,,0.0,0.0
ID1447,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,1.0,"None, it's open",No,Yes,1.0,,0.0,0.0
ID1447,I3      ,Kitchen and/ or pantry,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1447,I4      ,Bathroom and / or toilets,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1448,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,4.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1448,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,2.0,Glass,No,Yes,1.0,,1.0,0.0
ID1448,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,2.0,Wood,No,Yes,1.0,,1.0,0.0
ID1448,I4      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1448,I5      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,Yes,0.0,,0.0,0.0
ID1448,I6      ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1448,I7      ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1448,I8      ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1448,I9      ,Passage,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1448,I10     ,Passage,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1449,I1      ,Living room,0.0,Asbestos,A conventional ceiling,Tile,0.0,6.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1449,I2      ,Bedrooms,0.0,Asbestos,Other,Cement,0.0,2.0,Wood,Yes,No,1.0,,0.0,0.0
ID1449,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,2.0,Wood,No,No,1.0,,0.0,0.0
ID1449,I4      ,Bedrooms,0.0,Asbestos,Other,Cement,0.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1449,I5      ,Kitchen and/ or pantry,0.0,Asbestos,Other,Cement,0.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1449,I6      ,Kitchen and/ or pantry,0.0,Asbestos,Other,Cement,0.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1449,I7      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1449,I8      ,Gaming room,0.0,Asbestos,A conventional ceiling,Tile,0.0,0.0,,,No,2.0,,0.0,0.0
ID1449,I9      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,6.0,,0.0,0.0
ID1449,I10     ,Veranda,,,,,,,,,,,,,
ID1450,I1      ,Living room,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,2.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID1450,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Wood,No,No,1.0,,0.0,0.0
ID1450,I3      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Wood,Yes,No,1.0,,0.0,0.0
ID1450,I4      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Wood,Yes,No,1.0,,1.0,0.0
ID1450,I5      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1450,I6      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Cement,1.0,0.0,,,Yes,0.0,,0.0,0.0
ID1450,I7      ,Gaming room,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,0.0,,,No,0.0,,0.0,0.0
ID1450,I8      ,Veranda,,,,,,,,,,,,,
ID1450,I9      ,Veranda,,,,,,,,,,,,,
ID1450,I10     ,Veranda,,,,,,,,,,,,,
ID1451,I1      ,Living room,0.0,Asbestos,A hanging ceiling,Cement,1.0,3.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1451,I2      ,Bedrooms,0.0,Asbestos,A hanging ceiling,Cement,0.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1451,I3      ,Bedrooms,0.0,Asbestos,A hanging ceiling,Cement,0.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1451,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,3.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1451,I5      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1451,I6      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1451,I7      ,Veranda,,,,,,,,,,,,,
ID1451,I8      ,Veranda,,,,,,,,,,,,,
ID1451,I9      ,Veranda,,,,,,,,,,,,,
ID1451,I10     ,Veranda,,,,,,,,,,,,,
ID1452,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,4.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1452,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1452,I3      ,Bedrooms,1.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,4.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1452,I4      ,Bedrooms,1.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,3.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1452,I5      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,3.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1452,I6      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1452,I7      ,Gaming room,0.0,Concrete,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1452,I8      ,Veranda,,,,,,,,,,,,,
ID1452,I9      ,Veranda,,,,,,,,,,,,,
ID1452,I10     ,Veranda,,,,,,,,,,,,,
ID1453,I1      ,Living room,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,Yes,2.0,,0.0,0.0
ID1453,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1453,I3      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1453,I4      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1453,I5      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1453,I6      ,Bathroom and / or toilets,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1453,I7      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID1453,I8      ,Veranda,,,,,,,,,,,,,
ID1453,I9      ,Veranda,,,,,,,,,,,,,
ID1453,I10     ,Veranda,,,,,,,,,,,,,
ID1454,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,6.0,Glass,Yes,Yes,6.0,,1.0,0.0
ID1454,I2      ,Living room,1.0,Asbestos,A beamed ceiling,Tile,0.0,4.0,Glass,Yes,Yes,3.0,,1.0,0.0
ID1454,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,6.0,Glass,Yes,No,2.0,,1.0,1.0
ID1454,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1454,I5      ,Bedrooms,1.0,Asbestos,A beamed ceiling,Tile,0.0,4.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1454,I6      ,Bedrooms,1.0,Asbestos,A beamed ceiling,Tile,0.0,6.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1454,I7      ,Bedrooms,1.0,Asbestos,A beamed ceiling,Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1454,I8      ,Kitchen and/ or pantry,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1454,I9      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1454,I10     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Cement,2.0,0.0,,,Yes,1.0,,0.0,0.0
ID1454,I11     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1454,I12     ,Storage room,1.0,Asbestos,A beamed ceiling,Tile,0.0,0.0,,,No,4.0,,0.0,0.0
ID1454,I13     ,Gaming room,0.0,Asbestos,A beamed ceiling,Tile,0.0,0.0,,,No,4.0,,0.0,0.0
ID1454,I14     ,Gaming room,1.0,Asbestos,A beamed ceiling,Tile,0.0,6.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1454,I15     ,Gaming room,1.0,Asbestos,A beamed ceiling,Tile,0.0,3.0,Glass,Yes,Yes,6.0,,0.0,0.0
ID1454,I16     ,Gaming room,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID1454,I17     ,Servant's Room,0.0,Asbestos,"No ceiling, just the roof above",Cement,2.0,0.0,,,Yes,1.0,,0.0,0.0
ID1454,I18     ,Passage,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1454,IOth1  ,Bathroom and / or toilets,1.0,Asbestos,A beamed ceiling,Tile,0.0,1.0,Glass,No,No,2.0,,0.0,0.0
ID1455,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,6.0,Glass,Yes,Yes,2.0,,2.0,0.0
ID1455,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,No,Yes,1.0,,1.0,0.0
ID1455,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,No,Yes,1.0,,1.0,0.0
ID1455,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1455,I5      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1455,I6      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1455,I7      ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,No,2.0,,0.0,0.0
ID1455,I8      ,Veranda,,,,,,,,,,,,,
ID1455,I9      ,Veranda,,,,,,,,,,,,,
ID1455,I10     ,Veranda,,,,,,,,,,,,,
ID1456,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,Glass,Yes,No,1.0,,1.0,0.0
ID1456,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1456,I3      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1456,I4      ,Bathroom and / or toilets,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1456,I5      ,Gaming room,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1457,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,6.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1457,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1457,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1457,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,3.0,Glass,No,Yes,1.0,,0.0,0.0
ID1457,I5      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Sand,0.0,0.0,,,Yes,0.0,,0.0,0.0
ID1457,I6      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1457,I7      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,2.0,,0.0,0.0
ID1458,I1      ,Living room,0.0,Asbestos,A conventional ceiling,Tile,1.0,8.0,Glass,Yes,No,6.0,,3.0,0.0
ID1458,I2      ,Living room,0.0,Asbestos,A conventional ceiling,Tile,1.0,2.0,Glass,Yes,No,3.0,,1.0,0.0
ID1458,I3      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,1.0,0.0,,,No,3.0,,1.0,0.0
ID1458,I4      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,1.0,3.0,Glass,Yes,No,1.0,,1.0,1.0
ID1458,I5      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,1.0,2.0,Glass,No,No,2.0,,0.0,0.0
ID1458,I6      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,0.0,,,No,1.0,,0.0,0.0
ID1458,I7      ,Bathroom and / or toilets,0.0,Asbestos,A conventional ceiling,Tile,0.0,0.0,,,No,3.0,,0.0,0.0
ID1458,I8      ,Gaming room,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1458,I9      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID1458,I10     ,Veranda,,,,,,,,,,,,,
ID1459,I1      ,Living room,1.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,4.0,Glass,Yes,Yes,1.0,,2.0,0.0
ID1459,I2      ,Bedrooms,1.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,1.0,,1.0,0.0
ID1459,I3      ,Bedrooms,1.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,1.0,,1.0,0.0
ID1459,I4      ,Kitchen and/ or pantry,1.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1459,I5      ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1459,I6      ,Gaming room,1.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,6.0,Glass,Yes,Yes,2.0,,0.0,0.0
ID1459,I7      ,Gaming room,1.0,Asbestos,Wooden ceiling,Tile,0.0,0.0,,,Yes,2.0,,0.0,0.0
ID1459,I8      ,Gaming room,1.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,2.0,,0.0,0.0
ID1459,I9      ,Gaming room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,0.0,,0.0,0.0
ID1460,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID1460,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,1.0,Other,No,No,1.0,,1.0,0.0
ID1460,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1460,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,1.0,Other,No,No,1.0,,0.0,0.0
ID1460,I5      ,Bathroom and / or toilets,0.0,Plastic sheets,"No ceiling, just the roof above",Cement,0.0,1.0,Other,No,No,1.0,,0.0,0.0
ID1460,I6      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1460,I7      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1461,I1      ,Living room,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,4.0,Glass,No,No,14.0,,2.0,0.0
ID1461,I2      ,Living room,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,8.0,Glass,Yes,Yes,4.0,,0.0,0.0
ID1461,I3      ,Bedrooms,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,7.0,Other,Yes,Yes,1.0,,1.0,0.0
ID1461,I4      ,Bedrooms,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,7.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1461,I5      ,Bedrooms,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,7.0,Other,Yes,Yes,2.0,,1.0,0.0
ID1461,I6      ,Bedrooms,0.0,Concrete,"No ceiling, just the roof above",Tile,1.0,2.0,Other,Yes,Yes,1.0,,1.0,0.0
ID1461,I7      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Other,No,No,1.0,,0.0,0.0
ID1461,I8      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Other,No,Yes,2.0,,0.0,0.0
ID1461,I9      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,2.0,,0.0,0.0
ID1461,I10     ,Storage room,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,3.0,,0.0,0.0
ID1461,I11     ,Servant's Room,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Other,No,No,1.0,,0.0,0.0
ID1461,I12     ,Passage,0.0,Metal Sheet,"No ceiling, just the roof above",Granite,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID1462,I1      ,Living room,1.0,Asbestos,A conventional ceiling,Tile,1.0,11.0,Glass,Yes,Yes,2.0,,2.0,0.0
ID1462,I2      ,Bedrooms,1.0,Asbestos,A conventional ceiling,Tile,0.0,6.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1462,I3      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Cement,0.0,6.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1462,I4      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,0.0,6.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1462,I5      ,Kitchen and/ or pantry,0.0,Asbestos,A conventional ceiling,Tile,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1462,I6      ,Bathroom and / or toilets,0.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1462,I7      ,Gaming room,0.0,Asbestos,A conventional ceiling,Tile,0.0,0.0,,,No,4.0,,0.0,0.0
ID1462,I8      ,Gaming room,0.0,Asbestos,A conventional ceiling,Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1462,I9      ,Gaming room,0.0,Asbestos,A conventional ceiling,Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1462,I10     ,Veranda,,,,,,,,,,,,,
ID1463,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,0.0,,,No,1.0,,0.0,0.0
ID1463,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,0.0,,,No,2.0,,1.0,0.0
ID1463,I3      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,1.0,"None, it's open",No,No,1.0,,0.0,0.0
ID1463,I4      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,1.0,"None, it's open",No,No,0.0,,0.0,0.0
ID1464,I1      ,Living room,0.0,Asbestos,A conventional ceiling,Cement,1.0,2.0,Glass,Yes,Yes,2.0,,2.0,0.0
ID1464,I2      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1464,I3      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1464,I4      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1464,I5      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,Glass,No,No,1.0,,0.0,0.0
ID1464,I6      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,No,1.0,,0.0,0.0
ID1464,I7      ,Bathroom and / or toilets,0.0,Asbestos,A conventional ceiling,Tile,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1464,I8      ,Veranda,,,,,,,,,,,,,
ID1464,I9      ,Veranda,,,,,,,,,,,,,
ID1464,I10     ,Veranda,,,,,,,,,,,,,
ID1465,I1      ,Living room,0.0,Asbestos,"No ceiling, the concrete slab",Tile,1.0,4.0,Wood,Yes,Yes,6.0,,1.0,0.0
ID1465,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,3.0,Wood,Yes,Yes,2.0,,1.0,0.0
ID1465,I3      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,0.0,3.0,Wood,Yes,Yes,2.0,,1.0,0.0
ID1465,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,3.0,Wood,Yes,Yes,3.0,,0.0,0.0
ID1465,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1465,I6      ,Gaming room,0.0,Asbestos,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,3.0,,0.0,0.0
ID1465,I7      ,Passage,0.0,Asbestos,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID1465,IOth1  ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Other,0.0,2.0,Wood,Yes,Yes,3.0,,0.0,0.0
ID1466,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,3.0,Wood,Yes,Yes,2.0,,1.0,0.0
ID1466,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,3.0,Wood,Yes,Yes,1.0,,1.0,0.0
